id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end
KLXL0,Little Falls / Gregory,US,MN,,KLXL,45.9494,-94.3471,342.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2007-01-01,2022-01-01
KLXV0,Leadville / Stringtown,US,CO,,KLXV,39.2203,-106.3167,3028.0,America/Denver,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KLXY0,Mexia / Forest Glade,US,TX,,KLXY,31.6412,-96.5145,166.0,America/Chicago,2013-08-29,2023-02-20,2013-09-08,2022-04-24,2014-01-01,2022-01-01
KLYV0,Luverne,US,MN,,KLYV,43.6168,-96.2177,437.0,America/Chicago,2006-01-01,2023-02-20,2006-01-04,2022-04-24,2007-01-01,2022-01-01
KLZZ0,Lampasas / Radio Junction,US,TX,,KLZZ,31.1062,-98.1959,370.0,America/Chicago,2009-07-19,2023-02-20,2009-07-20,2022-04-24,2020-01-01,2022-01-01
KMAE0,Madera / Notarb,US,CA,,KMAE,36.9886,-120.1124,78.0,America/Los_Angeles,2006-01-01,2023-02-14,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KMBL0,Manistee / Newland,US,MI,,KMBL,44.2725,-86.2469,189.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2008-01-01,2022-01-01
KMBS0,Saginaw / Falconview Estates Mobile Home Park,US,MI,,KMBS,43.5329,-84.0796,204.0,America/Detroit,1973-01-01,2023-02-20,1973-01-01,2022-04-24,1974-01-01,2022-01-01
KMCC0,Sacramento / McClellan Park,US,CA,,KMCC,38.6676,-121.4006,23.0,America/Los_Angeles,1939-11-09,2023-02-20,1941-02-09,2022-04-24,1941-01-01,2022-01-01
KMCD0,Mackinac Island / British Landing,US,MI,,KMCD,45.8649,-84.6373,226.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2008-01-01,2022-01-01
KMCE0,Merced,US,CA,,KMCE,37.2848,-120.5139,47.0,America/Los_Angeles,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KMDD0,Midland,US,TX,,KMDD,32.0365,-102.101,854.0,America/Chicago,2006-06-21,2023-02-20,2007-09-10,2022-04-24,2015-01-01,2022-01-01
KMEB0,Laurinburg / Floral College,US,NC,,KMEB,34.7919,-79.3658,66.0,America/New_York,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KMEH0,Meacham,US,OR,,KMEH,45.5167,-118.4,1236.0,America/Los_Angeles,1973-01-01,2023-02-20,1973-01-01,2022-04-24,1977-01-01,2021-01-01
KMFE0,McAllen / Francis Addition Colonia,US,TX,,KMFE,26.1758,-98.2386,33.0,America/Chicago,1973-01-01,2023-02-20,1973-01-02,2022-04-24,1999-01-01,2022-01-01
KMGG0,Maple Lake,US,MN,,KMGG,45.236,-93.9856,313.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2007-01-01,2021-01-01
KMGJ0,Montgomery / Kaisertown,US,NY,,KMGJ,41.51,-74.2646,111.0,America/New_York,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KMGN0,Harbor Springs / Menonaqua Beach,US,MI,,KMGN,45.4256,-84.9134,209.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KMHK0,Manhattan / Eureka Lake,US,KS,,KMHK,39.141,-96.6708,325.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KMHR0,Sacramento / Mather Field,US,CA,,KMHR,38.5553,-121.2973,30.0,America/Los_Angeles,2004-01-01,2023-02-20,2010-06-11,2022-04-24,2010-01-01,2022-01-01
KMIC0,Minneapolis / Brooklyn Center,US,MN,,KMIC,45.062,-93.3539,265.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KMIE0,Muncie / Drew,US,IN,,KMIE,40.2425,-85.3958,286.0,America/Indiana/Indianapolis,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KMIV0,Millville / Farmingdale,US,NJ,,KMIV,39.3678,-75.0722,26.0,America/New_York,1973-01-01,2023-02-20,1973-01-02,2022-04-24,1999-01-01,2021-01-01
KMJQ0,Jackson,US,MN,,KMJQ,43.65,-94.9865,441.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KMKL0,Jackson / Oak Grove,US,TN,,KMKL,35.5999,-88.9156,132.0,America/Chicago,1973-01-01,2023-02-20,1973-01-01,2022-04-24,1999-01-01,2021-01-01
KMKN0,Comanche,US,TX,,KMKN,31.9203,-98.5992,423.0,America/Chicago,2006-03-01,2023-02-20,2007-08-25,2022-04-24,2014-01-01,2022-01-01
KMKT0,Mankato / Knollwood Park,US,MN,,KMKT,44.2228,-93.9193,311.0,America/Menominee,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KMLC0,McAlester / Frink,US,OK,,KMLC,34.8824,-95.7835,235.0,America/Chicago,1953-07-01,2023-02-20,1953-07-02,2022-04-24,1953-01-01,2022-01-01
KMLU0,Monroe / Magenta,US,LA,,KMLU,32.5109,-92.0377,24.0,America/Chicago,1942-10-01,2023-02-20,1942-10-02,2022-04-24,1943-01-01,2022-01-01
KMML0,Marshall,US,MN,,KMML,44.4517,-95.8244,361.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2008-01-01,2022-01-01
KMNH0,Monument / Elbert,US,CO,,KMNH,39.2167,-104.6333,2152.0,America/Denver,2006-01-01,2023-02-20,2006-01-02,2022-04-24,2010-01-01,2022-01-01
KMNM0,Menominee / Bayside Mobile Estates,US,MI,,KMNM,45.1267,-87.6384,191.0,America/Chicago,2005-01-01,2023-02-20,2005-01-01,2022-04-24,2005-01-01,2022-01-01
KMNZ0,Hamilton,US,TX,,KMNZ,31.6659,-98.1486,398.0,America/Chicago,2008-03-06,2023-02-20,2008-03-07,2022-04-24,2014-01-01,2022-01-01
KMOD0,Modesto City / Riverside,US,CA,,KMOD,37.6258,-120.9544,30.0,America/Los_Angeles,1973-01-01,2023-02-20,1998-05-16,2022-04-24,1999-01-01,2021-01-01
KMOP0,Mt Pleasant / Broadway Acres Mobile Home Park,US,MI,,KMOP,43.6216,-84.7373,230.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KMOX0,Morris,US,MN,,KMOX,45.566,-95.9672,346.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KMPO0,Mt Pocono / Pocono Summit Estates,US,PA,,KMPO,41.1375,-75.3789,584.0,America/New_York,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KMQI0,Manteo / Sunny Side,US,NC,,KMQI,35.919,-75.6955,4.0,America/New_York,2005-01-01,2023-02-20,2005-02-17,2022-04-25,2011-01-01,2022-01-01
KMQS0,Coatesville / Westwood,US,PA,,KMQS,39.979,-75.8655,201.0,America/New_York,2007-12-03,2023-02-20,2007-12-05,2022-04-25,2008-01-01,2022-01-01
KMQY0,Smyrna / Jefferson Pike,US,TN,,KMQY,36.009,-86.5201,166.0,America/Chicago,2006-01-01,2023-02-20,2006-04-27,2022-04-24,2006-01-01,2021-01-01
KMRH0,Beaufort / Steep Pines Fork,US,NC,,KMRH,34.7336,-76.6606,3.0,America/New_York,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KMRN0,Morganton / Calico Place,US,NC,,KMRN,35.8202,-81.6114,387.0,America/New_York,2006-01-01,2023-02-20,2008-10-25,2022-04-25,2011-01-01,2022-01-01
KMSS0,Massena / Massena Center,US,NY,,KMSS,44.9358,-74.8456,68.0,America/New_York,1991-01-01,2023-02-20,1991-01-01,2022-04-24,1991-01-01,2022-01-01
KMSV0,Monticello / Kauneonga Lake,US,NY,,KMSV,41.7016,-74.795,428.0,America/New_York,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2008-01-01,2022-01-01
KMTJ0,Montrose,US,CO,,KMTJ,38.5098,-107.8942,1755.0,America/Denver,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KMTP0,Montauk Airport / Ditch Plains,US,NY,,KMTP,41.0765,-71.9208,2.0,America/New_York,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KMUI0,Indiantown / Fort Indiantown Gap,US,PA,,KMUI,40.4348,-76.5693,148.0,America/New_York,2006-01-03,2023-02-17,2007-06-21,2022-04-24,2009-01-01,2021-01-01
KMVE0,Montevideo,US,MN,,KMVE,44.9691,-95.7103,316.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KMVY0,Marthas Vineyard / Tississa,US,MA,,KMVY,41.393,-70.6143,20.0,America/New_York,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KMWH0,Moses Lake / Moses Lake North,US,WA,,KMWH,47.2086,-119.3191,362.0,America/Los_Angeles,1943-06-10,2023-02-20,1943-06-11,2022-04-24,1943-01-01,2022-01-01
KMWK0,Mount Airy / Boones Hill,US,NC,,KMWK,36.4597,-80.553,381.0,America/New_York,2006-01-01,2023-02-20,2009-10-31,2022-04-25,2014-01-01,2022-01-01
KMWL0,Mineral Wells / Sturdivant,US,TX,,KMWL,32.7816,-98.0602,297.0,America/Chicago,1948-03-10,2023-02-20,1948-03-10,2022-04-24,1948-01-01,2021-01-01
KMWM0,Windom / Bingham Lake,US,MN,,KMWM,43.9134,-95.1094,430.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2007-01-01,2022-01-01
KMYP0,Monarch Pass / Garfield,US,CO,,KMYP,38.4833,-106.3167,3667.0,America/Denver,2006-01-01,2023-02-20,2006-01-01,2022-04-23,2006-01-01,2021-01-01
KMYV0,Marysville / Alicia,US,CA,,KMYV,39.0978,-121.5698,20.0,America/Los_Angeles,2006-01-01,2023-02-20,2006-01-03,2022-04-24,2008-01-01,2021-01-01
KMZH0,Moose Lake,US,MN,,KMZH,46.4186,-92.8048,328.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KMZZ0,Marion / Kiley,US,IN,,KMZZ,40.4899,-85.6797,262.0,America/Indiana/Indianapolis,2010-01-14,2023-02-20,2010-01-15,2022-04-25,2014-01-01,2022-01-01
KNBE0,Dallas / Lakeland Heights,US,TX,,KNBE,32.7333,-96.9667,150.0,America/Chicago,1941-08-05,1998-01-02,1941-08-06,1996-10-30,1941-01-01,1996-01-01
KNBG0,New Orleans / Concession,US,LA,,KNBG,29.8272,-90.0266,1.0,America/Chicago,1973-01-01,2023-02-20,1973-01-01,2022-04-24,1981-01-01,2019-01-01
KNCA0,Jacksonville / Montford Point,US,NC,,KNCA,34.7084,-77.4397,8.0,America/New_York,1973-01-01,2023-02-20,1973-01-01,2022-04-24,1981-01-01,2021-01-01
KNEW0,New Orleans / Seabrook,US,LA,,KNEW,30.0424,-90.0282,2.0,America/Chicago,1942-09-01,2023-02-20,1942-09-02,2022-04-24,1942-01-01,2022-01-01
KNFG0,Oceanside / Chappo,US,CA,,KNFG,33.3011,-117.3551,24.0,America/Los_Angeles,1973-01-02,2023-02-20,1977-08-23,2022-04-24,1987-01-01,2020-01-01
KNJM0,Swansboro / Bogue,US,NC,,KNJM,34.6905,-77.0297,7.0,America/New_York,1987-05-04,2023-02-20,1992-05-07,2022-04-24,2008-01-01,2021-01-01
KNOG0,Orange Grove / West Alfred Estates Colonia,US,TX,,KNOG,27.8968,-98.0436,78.0,America/Chicago,2011-03-01,2023-02-20,2011-03-03,2022-04-22,2012-01-01,2021-01-01
KNQA0,Memphis / Kerrville,US,TN,,KNQA,35.3567,-89.8703,98.0,America/Chicago,2005-01-01,2023-02-20,2005-01-01,2022-04-24,2017-01-01,2022-01-01
KNQI0,Kingsville,US,TX,,KNQI,27.5045,-97.8083,15.0,America/Chicago,1973-01-01,2023-02-20,1973-01-01,2022-03-21,1981-01-01,2021-01-01
KNRS0,Imperial Beach,US,CA,,KNRS,32.5667,-117.1167,7.0,America/Los_Angeles,1973-01-01,2023-02-20,1973-01-12,2022-04-24,2008-01-01,2018-01-01
KNUC0,San Clemente / Avalon,US,CA,,KNUC,33.0227,-118.5885,56.0,America/Los_Angeles,1943-06-10,2023-02-20,1943-06-10,2022-04-23,1945-01-01,1986-01-01
KNXX0,Willow Grove / Meetinghouse Village,US,PA,,KNXX,40.1998,-75.1482,109.0,America/New_York,1973-01-01,2011-04-11,1973-01-01,2011-04-10,1981-01-01,2011-01-01
KNYC0,New York City / Yorkville,US,NY,,KNYC,40.7789,-73.9692,3.0,America/New_York,1943-12-01,2023-02-20,1943-12-02,2022-04-24,1944-01-01,2021-01-01
KNYL0,Yuma / Desert Royal Mobile Park,US,AZ,,KNYL,32.6566,-114.606,65.0,America/Phoenix,1988-01-01,2023-02-20,1988-01-01,2022-04-24,1988-01-01,2020-01-01
KNZW0,South Weymouth / Southfield,US,MA,,KNZW,42.15,-70.9333,49.0,America/New_York,1973-01-01,1996-09-28,1973-01-02,1993-05-18,1981-01-01,1993-01-01
KOCH0,Nacogdoches / Fredonia Hill,US,TX,,KOCH,31.5778,-94.7101,108.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KODO0,Odessa,US,TX,,KODO,31.9214,-102.3871,916.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KOEB0,Coldwater / Countryside Mobile Court,US,MI,,KOEB,41.9336,-85.0523,292.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2008-01-01,2022-01-01
KOGS0,Ogdensburg / Morley Mobile Home Park,US,NY,,KOGS,44.6819,-75.4655,91.0,America/New_York,1977-05-02,2023-02-20,2016-09-15,2022-04-25,2019-01-01,2022-01-01
KOJC0,Olathe / Morse,US,KS,,KOJC,38.8476,-94.7376,334.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KOKB0,Oceanside / El Camino 76 Trailer Park,US,CA,,KOKB,33.218,-117.3515,9.0,America/Los_Angeles,2006-01-01,2023-02-20,2006-01-01,2022-04-22,2006-01-01,2021-01-01
KOKK0,Kokomo / Vermont,US,IN,,KOKK,40.5282,-86.059,253.0,America/Indiana/Indianapolis,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KOKM0,Okmulgee,US,OK,,KOKM,35.6681,-95.9487,220.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KOLF0,Wolf Point / Pleasant Valley (Historical),US,MT,,KOLF,48.0945,-105.5751,606.0,America/Denver,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KOLV0,Olive Branch / Bleak (Historical),US,MS,,KOLV,34.9787,-89.7869,123.0,America/Chicago,1941-10-13,2023-02-20,1941-10-14,2022-04-24,1942-01-01,2022-01-01
KONA0,Winona / Country Valley Mobile Home Park,US,MN,,KONA,44.0772,-91.7083,200.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KONO0,Ontario / Cairo,US,OR,,KONO,44.0194,-117.013,668.0,America/Boise,1973-01-01,2023-02-20,1997-06-03,2022-04-24,2005-01-01,2021-01-01
KONX0,Currituck / Maple,US,NC,,KONX,36.3999,-76.0154,5.0,America/New_York,2005-01-01,2023-02-20,2005-01-01,2022-04-25,2010-01-01,2022-01-01
KONZ0,Grosse Ile / Gibraltar,US,MI,,KONZ,42.0991,-83.1615,180.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2008-01-01,2022-01-01
KOQT0,Oak Ridge / Jackson Square,US,TN,,KOQT,36.0231,-84.2331,279.0,America/New_York,1999-01-14,2023-02-20,1999-01-16,2022-04-24,1999-01-01,2020-01-01
KORE0,Orange / Partridgeville,US,MA,,KORE,42.5701,-72.2886,169.0,America/New_York,1996-08-09,2023-02-20,1996-08-11,2022-04-24,2005-01-01,2022-01-01
KORG0,Orange / Francis,US,TX,,KORG,30.0685,-93.804,4.0,America/Chicago,2006-08-21,2023-02-20,2011-02-11,2022-04-24,2012-01-01,2022-01-01
KOSA0,Mount Pleasant / Harvard,US,TX,,KOSA,33.0969,-94.9618,111.0,America/Chicago,2006-05-01,2023-02-20,2011-03-24,2022-04-24,2016-01-01,2022-01-01
KOSC0,Oscoda / Whispering Woods Mobile Home Community,US,MI,,KOSC,44.4515,-83.3942,193.0,America/Detroit,1943-07-01,2023-02-20,1943-07-02,2022-04-25,1943-01-01,2022-01-01
KOTG0,Worthington / Sungold Heights Mobile Home Park,US,MN,,KOTG,43.6551,-95.5792,480.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KOTM0,Ottumwa / Keb (Historical),US,IA,,KOTM,41.1066,-92.4479,258.0,America/Chicago,1973-01-01,2023-02-20,1973-01-01,2022-04-24,1975-01-01,2021-01-01
KOWD0,Norwood,US,MA,,KOWD,42.1905,-71.1729,15.0,America/New_York,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KOXI0,Knox / Indian Hill,US,IN,,KOXI,41.3302,-86.6648,209.0,America/Indiana/Knox,2008-10-23,2023-02-20,2009-06-09,2022-04-24,2011-01-01,2022-01-01
KOXR0,Oxnard,US,CA,,KOXR,34.2008,-119.2072,14.0,America/Los_Angeles,1944-04-01,2023-02-20,1944-04-02,2022-04-24,1944-01-01,2022-01-01
KOZA0,Ozona,US,TX,,KOZA,30.7353,-101.203,724.0,America/Chicago,2010-08-06,2023-02-20,2010-08-07,2022-04-24,2016-01-01,2022-01-01
KOZW0,Howell / Burkhart Ridge Mobile Home Park,US,MI,,KOZW,42.6294,-83.9822,293.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2007-01-01,2022-01-01
KP010,Ajo / Childs,US,AZ,,KP01,32.4529,-112.8614,444.0,America/Phoenix,1942-01-15,1946-01-20,1942-08-13,1946-01-19,1943-01-01,1945-01-01
KP080,Coolidge / Valley Farms,US,AZ,,KP08,32.9359,-111.4265,480.0,America/Phoenix,1944-07-16,2023-02-20,1944-07-17,2022-04-24,1944-01-01,2022-01-01
KP580,Port Hope / Huron City,US,MI,,KP58,44.0219,-82.7931,180.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KP920,Salt Point / Burns,US,LA,,KP92,29.5622,-91.5256,1.0,America/Chicago,2006-04-13,2023-02-20,2006-04-14,2022-04-24,2006-01-01,2021-01-01
KPBG0,Plattsburgh / Lts Mobile Home Park,US,NY,,KPBG,44.6509,-73.4681,71.0,America/New_York,1956-01-15,2023-02-20,1956-01-16,2022-04-24,1956-01-01,2021-01-01
KPEO0,Penn Yan,US,NY,,KPEO,42.6371,-77.0529,301.0,America/New_York,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KPEX0,Paynesville,US,MN,,KPEX,45.3721,-94.7447,361.0,America/Chicago,2005-08-12,2023-02-20,2005-08-13,2022-04-24,2011-01-01,2022-01-01
KPEZ0,Pleasonton / Pleasanton,US,TX,,KPEZ,28.9542,-98.52,131.0,America/Chicago,2007-06-04,2023-02-20,2010-05-14,2022-04-24,2014-01-01,2022-01-01
KPGV0,Greenville / Usar Center,US,NC,,KPGV,35.6352,-77.3853,8.0,America/New_York,2005-01-01,2023-02-20,2005-02-12,2022-04-25,2013-01-01,2022-01-01
KPHN0,Port Huron / Marysville,US,MI,,KPHN,42.911,-82.5289,198.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2007-01-01,2022-01-01
KPIL0,Port Isabel / Holly Beach,US,TX,,KPIL,26.1662,-97.3459,6.0,America/Chicago,2005-01-01,2023-02-20,2005-01-01,2022-04-24,2005-01-01,2022-01-01
KPKD0,Park Rapids,US,MN,,KPKD,46.9007,-95.0731,440.0,America/Chicago,1990-01-11,2023-02-20,1995-07-05,2022-04-24,1998-01-01,2022-01-01
KPKV0,Port Lavaca / Sixmile,US,TX,,KPKV,28.6533,-96.6827,10.0,America/Chicago,2006-04-29,2023-02-20,2009-09-24,2022-04-24,2011-01-01,2022-01-01
KPLB0,Plattsburgh / Plattsburgh West,US,NY,,KPLB,44.6875,-73.5245,113.0,America/New_York,2006-01-01,2007-05-24,2006-01-01,2007-04-28,2006-01-01,2007-01-01
KPLN0,Pellston,US,MI,,KPLN,45.5709,-84.7967,220.0,America/Detroit,1973-01-01,2023-02-20,1973-01-01,2022-04-24,2000-01-01,2021-01-01
KPNC0,Ponca City,US,OK,,KPNC,36.7319,-97.0998,307.0,America/Chicago,1946-08-01,2023-02-20,1946-08-02,2022-04-24,1946-01-01,2010-01-01
KPNE0,Philadelphia / Ashton Wooden Bridge,US,PA,,KPNE,40.0819,-75.0106,37.0,America/New_York,1973-01-01,2023-02-20,1973-01-02,2022-04-24,2005-01-01,2021-01-01
KPOU0,Poughkeepsie  /  New Hackensack,US,NY,,KPOU,41.6266,-73.8842,50.0,America/New_York,1973-01-01,2023-02-20,1973-01-04,2022-04-24,1974-01-01,2022-01-01
KPPF0,Parsons / Morehead,US,KS,,KPPF,37.3308,-95.5062,274.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KPRB0,Paso Robles / Estrella,US,CA,,KPRB,35.6729,-120.6271,256.0,America/Los_Angeles,1941-12-01,2023-02-20,1942-02-02,2022-04-24,1942-01-01,2022-01-01
KPRC0,Prescott / Tutt,US,AZ,,KPRC,34.6544,-112.4196,1537.0,America/Phoenix,1991-01-01,2023-02-20,1991-01-01,2022-04-24,1991-01-01,2021-01-01
KPRS0,Presidio,US,TX,,KPRS,29.6342,-104.3615,896.0,America/Chicago,2013-07-31,2023-02-20,2013-08-01,2022-04-24,2015-01-01,2022-01-01
KPRX0,Paris / Sylvan,US,TX,,KPRX,33.6366,-95.4507,167.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KPSC0,Pasco,US,WA,,KPSC,46.2647,-119.119,125.0,America/Los_Angeles,1973-01-01,2023-02-20,1998-02-01,2022-04-24,2005-01-01,2021-01-01
KPSP0,Palm Springs,US,CA,,KPSP,33.8297,-116.5067,145.0,America/Los_Angeles,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KPSX0,Palacios / Camp Hulen,US,TX,,KPSX,28.7275,-96.2509,4.0,America/Chicago,1946-08-01,2023-02-20,1946-08-02,2022-04-24,1946-01-01,2021-01-01
KPTK0,Pontiac / Waterford,US,MI,,KPTK,42.6656,-83.4205,299.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KPTN0,Patterson / Avalon,US,LA,,KPTN,29.7095,-91.339,3.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2009-01-01,2022-01-01
KPTV0,Porterville / Lois,US,CA,,KPTV,36.0296,-119.0627,135.0,America/Los_Angeles,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KPTW0,Pottstown / Herritage Ridge,US,PA,,KPTW,40.2396,-75.5567,94.0,America/New_York,2006-01-01,2023-01-23,2006-01-01,2022-04-22,2006-01-01,2022-01-01
KPVC0,Provincetown,US,MA,,KPVC,42.0723,-70.2207,2.0,America/New_York,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2007-01-01,2021-01-01
KPVW0,Plainview,US,TX,,KPVW,34.1681,-101.7173,1028.0,America/Chicago,2006-07-20,2023-02-20,2010-06-22,2022-04-24,2014-01-01,2022-01-01
KPWG0,McGregor / South Bosque,US,TX,,KPWG,31.4849,-97.3165,180.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KPYM0,Plymouth / Pinehurst Mobile Home Village,US,MA,,KPYM,41.909,-70.7288,45.0,America/New_York,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KPYX0,Perryton / Twichell,US,TX,,KPYX,36.4129,-100.7516,889.0,America/Chicago,2006-01-01,2023-02-20,2006-02-06,2022-04-24,2012-01-01,2022-01-01
KPZQ0,Presque Isle / Rogers City,US,MI,,KPZQ,45.4071,-83.8129,204.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2006-01-01,2022-01-01
KRAL0,Riverside / Arlanza,US,CA,,KRAL,33.9519,-117.4451,250.0,America/Los_Angeles,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KRBD0,Dallas / Westwood Park,US,TX,,KRBD,32.6809,-96.8682,201.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2006-01-01,2022-01-01
KRBO0,Robstown / San Pedro,US,TX,,KRBO,27.7785,-97.6905,24.0,America/Chicago,2006-08-03,2023-02-20,2008-09-30,2022-04-24,2011-01-01,2022-01-01
KRDG0,Reading Wbo City / Wyomissing,US,PA,,KRDG,40.3333,-75.9667,88.0,America/New_York,1990-03-14,2023-02-20,1999-02-19,2022-04-24,2005-01-01,2021-01-01
KRDM0,Redmond,US,OR,,KRDM,44.2541,-121.15,939.0,America/Los_Angeles,1942-01-01,2023-02-20,1942-01-02,2022-04-24,1943-01-01,2021-01-01
KREO0,Rome / Basque,US,OR,,KREO,42.5777,-117.8854,1235.0,America/Boise,1998-05-14,2023-02-20,2004-01-02,2022-04-24,2005-01-01,2021-01-01
KRFI0,Henderson / Crimcrest,US,TX,,KRFI,32.1417,-94.8517,135.0,America/Chicago,2008-10-15,2023-02-20,2010-01-01,2022-04-24,2016-01-01,2022-01-01
KRIL0,Rifle / Antlers,US,CO,,KRIL,39.5263,-107.7269,1688.0,America/Denver,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KRKP0,Rockport / Copano Village,US,TX,,KRKP,28.0862,-97.0437,7.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KRLD0,Richland,US,WA,,KRLD,46.3056,-119.3042,120.0,America/Los_Angeles,1981-02-03,2023-02-20,2015-10-21,2022-04-24,2016-01-01,2022-01-01
KRMY0,Marshall,US,MI,,KRMY,42.2512,-84.9554,287.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2008-01-01,2022-01-01
KRND0,San Antonio / Universal City / Airport City,US,TX,,KRND,29.5289,-98.278,232.0,America/Chicago,1938-04-01,2023-02-20,1938-04-02,2022-04-25,1938-01-01,2021-01-01
KRNM0,Ramona / Rosemont,US,CA,,KRNM,33.0392,-116.9153,425.0,America/Los_Angeles,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KRNP0,Owosso / Middletown,US,MI,,KRNP,42.993,-84.1385,224.0,America/Detroit,2005-01-01,2023-02-20,2005-01-01,2022-04-25,2006-01-01,2022-01-01
KRPH0,Graham (Young County) / Twin Mountains,US,TX,,KRPH,33.1107,-98.5548,342.0,America/Chicago,2006-01-02,2023-02-20,2006-01-19,2022-04-24,2014-01-01,2022-01-01
KRQB0,Big Rapids / Havenview Mobile Home Court,US,MI,,KRQB,43.7226,-85.5041,302.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2007-01-01,2022-01-01
